序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,#地震快讯#中国地震台网正式测定：09月30日20时12分在新疆巴音郭楞州若羌县（北纬40.52度，东经92.18度）发生3.0级地震，震源深度6千米。（ @震长 ） ​​​​,否,,2017-09-30 20:21,19,94,374,国家地震台网,https://weibo.com/1904228041/FoeYlyzYZ
1,问一下四川的网友，巴适得板、沸头子、不存在、粑耳朵、牙尖、黄师傅，都分别什么意思呢？ ​​​​,否,,2017-09-30 18:30,81,451,805,前置双摄vivo X9sPlus,https://weibo.com/1904228041/Foefmaha9
2,#四川青川5.4级地震#当地网友发来的照片 ​​​​,否,,2017-09-30 16:16,78,312,787,前置双摄vivo X9sPlus,https://weibo.com/1904228041/FodmZaKFo
3,过去5年，广元共发生三级以上地震30次，其中3.0到3.9级25次，4.0到4.9级4次，5.0到5.9级1次，6.0级以上0次，最大地震是本次地震。,是,#四川青川5.4级地震#今年以来，广元共发生三级以上地震7次，其中3.0到3.9级5次，4.0到4.9级1次，5.0到5.9级1次，6.0级以上0次，最大地震是本次地震。 ​​​​,2017-09-30 16:04,55,119,443,前置双摄vivo X9sPlus,https://weibo.com/1904228041/FodhOgde5
4,#四川青川5.4级地震#今年以来，广元共发生三级以上地震7次，其中3.0到3.9级5次，4.0到4.9级1次，5.0到5.9级1次，6.0级以上0次，最大地震是本次地震。 ​​​​,否,,2017-09-30 15:50,117,219,493,前置双摄vivo X9sPlus,https://weibo.com/1904228041/FodcsoIwr
5,#四川青川5.4级地震#震中周边200公里内近5年来发生3级以上地震共185次，最大地震是2017年8月8日在四川阿坝州九寨沟县发生的7.0级地震（距离本次震中151公里），按震级大小前50次历史地震分布如图。 ​​​​,否,,2017-09-30 15:32,71,170,424,前置双摄vivo X9sPlus,https://weibo.com/1904228041/Fod4Mo3yl
6,#四川青川5.4级地震#震中距青川县42公里、距平武县47公里、距剑阁县49公里、距江油市63公里、距梓潼县72公里，距广元市81公里，距成都市201公里。 ​​​​,否,,2017-09-30 15:22,59,183,417,前置双摄vivo X9sPlus,https://weibo.com/1904228041/Fod0PpgsL
7,#四川青川5.4级地震#同学们快速、有序撤离到操场上L成都这点事的秒拍视频 ​​​ ​​​​,否,,2017-09-30 15:09,112,348,767,前置双摄vivo X9sPlus,https://weibo.com/1904228041/FocVLkUps
8,#四川青川5.4级地震#当地网友发来的照片 ​​​​,否,,2017-09-30 15:04,155,550,865,前置双摄vivo X9sPlus,https://weibo.com/1904228041/FocTBa06w
9,#四川青川5.4级地震#当地网友发来的照片 ​​​​,否,,2017-09-30 14:46,184,974,1134,前置双摄vivo X9sPlus,https://weibo.com/1904228041/FocMg8FWx
