序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,转发微博。 //@北京海淀健康教育:转发微博,是,【多事之“秋”，必备五大养生食物】夏秋之交，人们还未能适应天气冷热的变化，一不小心就容易生病，故有“多事之秋”的说法。以下五种食物最适秋季食用，赶快收藏吧：1、红糖姜茶-防感冒；2、百合粥-清心安神；3、盐水花生-养肺益气；4、莲藕炖排骨-润燥止渴；5、蜂蜜雪梨-润肺清痰。@四季养生顾问 ​​​​,2012-09-16 22:11,转发,评论,赞,Kjava客户端,https://weibo.com/2646995017/yCbxBrSwL
1,2012年9月12日下午2:30我社区手工编织组活动，由社区手工爱好者王秀荣老师教大家编织小白兔，老师认真的讲解，居民们认真的学，通过活动居民们即学到了手工编织技巧又活跃了居民的社区文化生活。 ​​​​,否,,2012-09-12 17:18,5,3,赞,专业版微博,https://weibo.com/2646995017/yBxUA9dtR
2,转发微博。,是,#温馨提示# 【吃梨解秋燥】秋季空气干燥，不少身体虚弱的人容易发生口干鼻燥、皮肤干裂等症状，中医称之为“秋燥”。而这时正是鲜梨上市的季节，梨有生津止渴、止咳化痰、润肺去燥等功效，每天吃上一两个梨可有效缓解秋冬季节的干燥问题。[有鸭梨][图片：网络]O网页链接 ​​​​,2012-09-10 22:13,转发,评论,赞,Kjava客户端,https://weibo.com/2646995017/yBgZk5plh
3,转发微博。 //@永定路街道三街坊北社区:转发微博,是,,2012-09-10 22:06,转发,评论,赞,Kjava客户端,https://weibo.com/2646995017/yBgWzypYZ
4,转发微博。 //@杭锦后旗公安局:好的就要转。,是,#微博送健康#【长时间用眼，如何缓解眼疲劳】①眼珠运动法：头向上下左右旋转，眼珠也转动。②眨眼法：头向后仰并不停眨眼。轻微疲劳只要做2~3次即可。 ③热冷敷交替法：一条毛巾浸热水，另一条浸冷水，热敷约5分钟再冷敷5分钟。④看远看近法：看远方3分钟，再看手掌1~2分钟，再看远方。 ​​​​,2012-09-10 22:04,转发,评论,赞,Kjava客户端,https://weibo.com/2646995017/yBgVIn13y
5,支持 //@杭锦后旗公安局:有用的转发。,是,#微博送健康#【十种食物让孩子更聪明】1.最好的主食：全麦食品 ；2.最好的水果：猕猴桃； 3.最好的蔬菜：菠菜 ；4.最好的早餐：谷物 ；5.最好的快餐：披萨 ；6.最好的坚果：杏仁 ；7.最好的肉类：瘦牛肉； 8.最好的甜点：酸奶；9.最好的果汁：橙汁； 10.最好的沙拉原料：西红柿。 ​​​​,2012-09-10 22:02,转发,评论,赞,Kjava客户端,https://weibo.com/2646995017/yBgV3Buzq
6,转发微博。 //@北京海淀健康教育: //@北京石景山健康教育: 自然灾害面前学会保护自己~~,是,【地震后9个急救常识】1.选择夹角避震；2.选厨房厕所避震；3.首先保护自己；4.护住头、口、鼻；5.不要大声呼喊；6.节省使用水源；7.巩固生存空间；8.创造逃生条件；9.坚持就能胜利。O网页链接 via@京华时报 ​​​​,2012-09-10 21:47,转发,评论,赞,Kjava客户端,https://weibo.com/2646995017/yBgORt0Jo
7,转发微博。 //@北京海淀健康教育:支持,是,#锦囊妙计#【如何快速去除体内各种火】①喉干嗓哑：饮淡盐水；服蜜梨膏；饮橘皮糖茶。②咽喉肿痛：吃梨。③口长水泡：切几片生姜入口咀嚼 ，可使水泡慢慢消除。④嘴唇干裂：黄瓜猕猴桃汁。⑤头发干枯：蜜枣核桃羹。⑥其他去火方法：吃柚子，喝绿豆汤可去火。饮茶以铁观音和绿茶的效果最好。 ​​​​,2012-09-04 22:05,转发,评论,赞,Kjava客户端,https://weibo.com/2646995017/yAmn9hUij
8,转发微博。,是,把住病从口入关: 夏秋交接是腹泻的高发期，这一阶段病菌往往是从嘴巴吃进来的，预防的关键是要把住病从口入关，并养成良好的生活习惯。 1.养成良好的个人卫生习惯。勿食生、冷食物，要多吃熟食，多喝开水。注意勤洗手，尤其要做到饭前便后洗手。外出旅游应注意饮食卫生。 ​​​​,2012-09-04 22:03,转发,评论,赞,Kjava客户端,https://weibo.com/2646995017/yAmmkaALl
9,转发微博。,是,把住病从口入关: 5.不要滥用抗生素。多数秋初腹泻病例都是病毒引起的，细菌感染的比例较低。病毒性感染通常病程较短，可自愈，如遇剧烈而持久的腹泻，可适当服用思密达止泻。 6.不接触腹泻病人。不去病人集中的医务场所，少去公共场所，减少接触腹泻患者的机会。 ​​​​,2012-09-04 22:02,转发,评论,赞,Kjava客户端,https://weibo.com/2646995017/yAmlUbJ7Y
10,为切实做好下半年党的十八大期间消防安全保卫工作，消除社区不安全隐患。根据街道防火办的要求，阜二社区居委会组织居民、党员于8月29日上午9:30大搞了社区环境卫生。居民们积极配合参与热情高涨，有的拆有的清理废物、有的拔草，经过1个多小时劳动，清除了院内不安全隐患，还社区一个舒适干净的环境。 ​​​​,否,,2012-08-30 09:35,1,1,赞,微博 weibo.com,https://weibo.com/2646995017/yzwk49Ca4
11,8月15日上午9:00，阜二社区居委会组织社区暑期学生进行院内除杂草卫生活动。孩子们积极参加，他们不怕脏和累，用力的拔着杂草。有的女生拔不动，男生主动帮忙，经过1个多小时劳动，将丛生的杂草齐刷刷的拔除，还社区一个美丽干净的夏日，通过参加劳动，学生们从中体会到劳动者的辛苦和快乐。 ​​​​,否,,2012-08-15 16:02,3,2,赞,微博 weibo.com,https://weibo.com/2646995017/yxhrWtnqH
12,转发微博。 //@北京海淀健康教育:支持,是,,2012-08-13 00:03,转发,评论,赞,Kjava客户端,https://weibo.com/2646995017/ywSjEoOuo
13,十八即将在北京召开，我社区于2012年8月8日参加了街道安办组织的消防安全保卫工作动员会。为坚决预防重特大火灾事故的发生，居委会号召社区居民增强消防安全意识，牢固树立“消防安全、人人有责”的观念，积极参加社区消防志愿活动，提高消除火灾隐患、扑救火灾和逃生救援的能力，发现可燃物及时报告。 ​​​​,否,,2012-08-10 15:32,转发,评论,赞,微博 weibo.com,https://weibo.com/2646995017/yww74x8aR
14,转发微博。,是,【家庭防蚊蝇常识】1在室内点燃柑橘皮，可代替卫生香，既能除异味，又能驱除蚊蝇。2夏天蚊子多的地方，可用空瓶装2-3毫升糖水或啤酒，放在室内，蚊子闻到甜·酒味就会往瓶里钻，碰上糖水或啤酒就会粘住。在蚊子多的地方，一晚可除几十只。3家庭阳台等地空盆雨后积水要注意翻盆倒罐，预防蚊蝇滋生。 ​​​​,2012-08-04 10:25,转发,评论,赞,Kjava客户端,https://weibo.com/2646995017/yvzxGe4tk
15,转发微博。 //@田村路东营房社区:转发微博,是,【重大节假日公路免收通行费方案出台】目前国务院已经出台了重大节假日免收小型客车通行费实施方案。免费通行的时间范围为春节、清明节、劳动节、国庆节等四个国家法定节假日，以及国务院办公厅文件确定的上述法定节假日连休日，免费通行的车辆为7座以下载客车辆。详情请登录中国政府网（www.gov.cn） ​​​​,2012-08-04 10:20,转发,评论,赞,Kjava客户端,https://weibo.com/2646995017/yvzvBnFfv
